,event_id,user_id,event_type,event_time,level_completed,event_day,event_month,event_year
5196,5197,263,achievement_unlocked,2024-09-25,50,25,9,2024
5197,5198,705,level_completed,2024-05-14,43,14,5,2024
5198,5199,914,level_completed,2024-09-30,26,30,9,2024
5199,5200,675,achievement_unlocked,2024-05-03,12,3,5,2024
5200,5201,551,achievement_unlocked,2024-05-19,45,19,5,2024
5201,5202,424,level_completed,2024-05-22,38,22,5,2024
5202,5203,124,level_completed,2024-03-16,6,16,3,2024
5203,5204,538,achievement_unlocked,2024-09-04,35,4,9,2024
5204,5205,255,achievement_unlocked,2024-05-06,30,6,5,2024
5205,5206,890,achievement_unlocked,2024-01-26,13,26,1,2024
5206,5207,570,achievement_unlocked,2024-09-13,14,13,9,2024
5207,5208,345,achievement_unlocked,2024-09-30,11,30,9,2024
5208,5209,777,item_used,2024-07-22,37,22,7,2024
5209,5210,643,level_completed,2024-05-15,14,15,5,2024
5210,5211,537,level_completed,2024-04-27,12,27,4,2024
5211,5212,93,level_completed,2024-09-05,5,5,9,2024
5212,5213,241,achievement_unlocked,2024-06-23,34,23,6,2024
5213,5214,549,level_completed,2024-01-20,43,20,1,2024
5214,5215,547,achievement_unlocked,2024-04-29,1,29,4,2024
5215,5216,739,achievement_unlocked,2024-05-14,7,14,5,2024
5216,5217,930,achievement_unlocked,2024-01-01,15,1,1,2024
5217,5218,926,item_used,2024-01-11,22,11,1,2024
5218,5219,547,achievement_unlocked,2024-01-18,11,18,1,2024
5219,5220,595,achievement_unlocked,2024-05-22,38,22,5,2024
5220,5221,622,achievement_unlocked,2024-01-04,41,4,1,2024
5221,5222,849,level_completed,2024-08-18,24,18,8,2024
5222,5223,10,achievement_unlocked,2024-07-03,2,3,7,2024
5223,5224,520,achievement_unlocked,2024-09-02,44,2,9,2024
5224,5225,601,achievement_unlocked,2024-07-25,37,25,7,2024
5225,5226,523,level_completed,2024-05-12,24,12,5,2024
5226,5227,281,achievement_unlocked,2024-08-13,43,13,8,2024
5227,5228,383,achievement_unlocked,2024-06-30,6,30,6,2024
5228,5229,543,level_completed,2024-05-12,39,12,5,2024
5229,5230,469,achievement_unlocked,2024-05-06,8,6,5,2024
5230,5231,392,achievement_unlocked,2024-02-27,27,27,2,2024
5231,5232,92,achievement_unlocked,2024-06-06,25,6,6,2024
5232,5233,591,item_used,2024-03-14,42,14,3,2024
5233,5234,605,level_completed,2024-05-05,27,5,5,2024
5234,5235,414,item_used,2024-04-06,25,6,4,2024
5235,5236,772,achievement_unlocked,2024-02-13,16,13,2,2024
5236,5237,998,achievement_unlocked,2024-01-29,44,29,1,2024
5237,5238,598,level_completed,2024-05-27,30,27,5,2024
5238,5239,557,level_completed,2024-01-10,9,10,1,2024
5239,5240,593,item_used,2024-08-23,36,23,8,2024
5240,5241,860,item_used,2024-01-18,36,18,1,2024
5241,5242,417,level_completed,2024-05-14,27,14,5,2024
5242,5243,165,achievement_unlocked,2024-09-24,29,24,9,2024
5243,5244,125,item_used,2024-01-15,21,15,1,2024
5244,5245,215,level_completed,2024-09-21,48,21,9,2024
5245,5246,769,level_completed,2024-02-01,2,1,2,2024
5246,5247,226,achievement_unlocked,2024-06-03,18,3,6,2024
5247,5248,742,achievement_unlocked,2024-07-23,27,23,7,2024
5248,5249,938,item_used,2024-01-29,23,29,1,2024
5249,5250,146,level_completed,2024-08-16,2,16,8,2024
5250,5251,9,achievement_unlocked,2024-09-04,31,4,9,2024
5251,5252,816,level_completed,2024-01-25,41,25,1,2024
5252,5253,171,item_used,2024-01-29,22,29,1,2024
5253,5254,256,item_used,2024-02-09,41,9,2,2024
5254,5255,935,item_used,2024-03-20,3,20,3,2024
5255,5256,587,item_used,2024-01-29,17,29,1,2024
5256,5257,539,level_completed,2024-02-06,3,6,2,2024
5257,5258,776,achievement_unlocked,2024-06-16,50,16,6,2024
5258,5259,643,level_completed,2024-07-13,2,13,7,2024
5259,5260,199,item_used,2024-05-09,19,9,5,2024
5260,5261,910,item_used,2024-05-23,16,23,5,2024
5261,5262,588,item_used,2024-04-06,34,6,4,2024
5262,5263,574,level_completed,2024-01-19,46,19,1,2024
5263,5264,555,item_used,2024-03-05,30,5,3,2024
5264,5265,655,item_used,2024-06-03,16,3,6,2024
5265,5266,257,level_completed,2024-07-17,27,17,7,2024
5266,5267,769,item_used,2024-05-30,1,30,5,2024
5267,5268,378,level_completed,2024-09-08,23,8,9,2024
5268,5269,485,level_completed,2024-03-24,37,24,3,2024
5269,5270,503,level_completed,2024-07-11,41,11,7,2024
5270,5271,656,achievement_unlocked,2024-01-15,26,15,1,2024
5271,5272,591,level_completed,2024-03-02,4,2,3,2024
5272,5273,765,level_completed,2024-02-05,9,5,2,2024
5273,5274,565,achievement_unlocked,2024-02-25,48,25,2,2024
5274,5275,51,level_completed,2024-08-20,8,20,8,2024
5275,5276,660,level_completed,2024-05-27,6,27,5,2024
5276,5277,776,achievement_unlocked,2024-07-27,12,27,7,2024
5277,5278,307,item_used,2024-03-19,4,19,3,2024
5278,5279,741,item_used,2024-02-25,30,25,2,2024
5279,5280,881,item_used,2024-05-18,14,18,5,2024
5280,5281,14,achievement_unlocked,2024-02-06,40,6,2,2024
5281,5282,542,item_used,2024-07-16,15,16,7,2024
5282,5283,93,item_used,2024-07-08,9,8,7,2024
5283,5284,913,item_used,2024-02-23,37,23,2,2024
5284,5285,892,achievement_unlocked,2024-05-20,23,20,5,2024
5285,5286,438,achievement_unlocked,2024-07-24,11,24,7,2024
5286,5287,339,achievement_unlocked,2024-04-14,19,14,4,2024
5287,5288,813,achievement_unlocked,2024-06-16,11,16,6,2024
5288,5289,715,level_completed,2024-05-02,49,2,5,2024
5289,5290,868,achievement_unlocked,2024-08-02,6,2,8,2024
5290,5291,701,achievement_unlocked,2024-03-01,24,1,3,2024
5291,5292,759,level_completed,2024-08-19,21,19,8,2024
5292,5293,265,achievement_unlocked,2024-05-12,46,12,5,2024
5293,5294,530,achievement_unlocked,2024-02-13,9,13,2,2024
5294,5295,399,achievement_unlocked,2024-07-28,29,28,7,2024
5295,5296,507,level_completed,2024-05-13,37,13,5,2024
5296,5297,693,level_completed,2024-02-22,10,22,2,2024
5297,5298,652,level_completed,2024-05-06,20,6,5,2024
5298,5299,383,achievement_unlocked,2024-07-05,24,5,7,2024
5299,5300,799,achievement_unlocked,2024-02-24,21,24,2,2024
5300,5301,686,achievement_unlocked,2024-08-11,7,11,8,2024
5301,5302,214,achievement_unlocked,2024-04-24,16,24,4,2024
5302,5303,397,level_completed,2024-01-07,44,7,1,2024
5303,5304,113,achievement_unlocked,2024-03-12,13,12,3,2024
5304,5305,245,achievement_unlocked,2024-01-28,47,28,1,2024
5305,5306,510,level_completed,2024-04-05,2,5,4,2024
5306,5307,699,level_completed,2024-01-14,28,14,1,2024
5307,5308,59,item_used,2024-02-20,31,20,2,2024
5308,5309,219,achievement_unlocked,2024-06-10,1,10,6,2024
5309,5310,791,item_used,2024-06-15,43,15,6,2024
5310,5311,750,achievement_unlocked,2024-09-10,32,10,9,2024
5311,5312,84,item_used,2024-07-07,3,7,7,2024
5312,5313,902,achievement_unlocked,2024-03-04,7,4,3,2024
5313,5314,751,achievement_unlocked,2024-06-20,36,20,6,2024
5314,5315,194,item_used,2024-07-16,33,16,7,2024
5315,5316,130,achievement_unlocked,2024-09-29,4,29,9,2024
5316,5317,505,item_used,2024-01-26,39,26,1,2024
5317,5318,602,item_used,2024-09-04,12,4,9,2024
5318,5319,743,achievement_unlocked,2024-02-24,21,24,2,2024
5319,5320,442,achievement_unlocked,2024-02-20,39,20,2,2024
5320,5321,541,item_used,2024-06-19,22,19,6,2024
5321,5322,936,achievement_unlocked,2024-07-31,18,31,7,2024
5322,5323,404,level_completed,2024-02-12,36,12,2,2024
5323,5324,189,level_completed,2024-01-12,44,12,1,2024
5324,5325,300,item_used,2024-02-10,42,10,2,2024
5325,5326,286,level_completed,2024-06-13,45,13,6,2024
5326,5327,788,achievement_unlocked,2024-04-15,45,15,4,2024
5327,5328,652,level_completed,2024-07-26,19,26,7,2024
5328,5329,129,achievement_unlocked,2024-07-25,18,25,7,2024
5329,5330,852,item_used,2024-01-08,48,8,1,2024
5330,5331,223,item_used,2024-02-19,29,19,2,2024
5331,5332,777,level_completed,2024-09-14,29,14,9,2024
5332,5333,407,item_used,2024-03-24,27,24,3,2024
5333,5334,756,item_used,2024-01-11,27,11,1,2024
5334,5335,329,level_completed,2024-04-22,35,22,4,2024
5335,5336,149,item_used,2024-04-28,13,28,4,2024
5336,5337,793,achievement_unlocked,2024-07-06,34,6,7,2024
5337,5338,806,level_completed,2024-09-11,14,11,9,2024
5338,5339,510,item_used,2024-07-26,34,26,7,2024
5339,5340,12,level_completed,2024-04-21,38,21,4,2024
5340,5341,660,level_completed,2024-08-03,31,3,8,2024
5341,5342,669,level_completed,2024-02-27,14,27,2,2024
5342,5343,584,item_used,2024-07-22,32,22,7,2024
5343,5344,937,achievement_unlocked,2024-02-29,24,29,2,2024
5344,5345,21,level_completed,2024-07-31,3,31,7,2024
5345,5346,204,item_used,2024-02-08,14,8,2,2024
5346,5347,917,achievement_unlocked,2024-01-11,24,11,1,2024
5347,5348,196,item_used,2024-01-16,12,16,1,2024
5348,5349,80,level_completed,2024-08-23,45,23,8,2024
5349,5350,556,level_completed,2024-03-09,6,9,3,2024
5350,5351,388,level_completed,2024-04-17,24,17,4,2024
5351,5352,30,achievement_unlocked,2024-09-12,31,12,9,2024
5352,5353,675,level_completed,2024-05-21,50,21,5,2024
5353,5354,83,item_used,2024-04-24,1,24,4,2024
5354,5355,858,item_used,2024-01-14,9,14,1,2024
5355,5356,803,achievement_unlocked,2024-02-15,46,15,2,2024
5356,5357,964,level_completed,2024-08-01,48,1,8,2024
5357,5358,821,achievement_unlocked,2024-02-22,4,22,2,2024
5358,5359,60,achievement_unlocked,2024-03-10,39,10,3,2024
5359,5360,478,level_completed,2024-04-26,44,26,4,2024
5360,5361,186,achievement_unlocked,2024-05-13,24,13,5,2024
5361,5362,415,item_used,2024-08-10,28,10,8,2024
5362,5363,64,level_completed,2024-01-06,9,6,1,2024
5363,5364,963,level_completed,2024-08-05,25,5,8,2024
5364,5365,659,level_completed,2024-01-01,29,1,1,2024
5365,5366,96,item_used,2024-03-24,6,24,3,2024
5366,5367,565,item_used,2024-09-09,47,9,9,2024
5367,5368,328,item_used,2024-07-07,6,7,7,2024
5368,5369,24,achievement_unlocked,2024-08-30,26,30,8,2024
5369,5370,678,achievement_unlocked,2024-05-05,28,5,5,2024
5370,5371,495,item_used,2024-07-23,28,23,7,2024
5371,5372,570,achievement_unlocked,2024-01-29,19,29,1,2024
5372,5373,707,achievement_unlocked,2024-06-17,12,17,6,2024
5373,5374,929,achievement_unlocked,2024-03-05,32,5,3,2024
5374,5375,677,level_completed,2024-06-07,38,7,6,2024
5375,5376,617,item_used,2024-02-22,2,22,2,2024
5376,5377,118,achievement_unlocked,2024-09-09,43,9,9,2024
5377,5378,264,item_used,2024-09-29,35,29,9,2024
5378,5379,632,level_completed,2024-06-16,16,16,6,2024
5379,5380,159,level_completed,2024-02-04,35,4,2,2024
5380,5381,131,achievement_unlocked,2024-07-20,44,20,7,2024
5381,5382,990,item_used,2024-09-23,33,23,9,2024
5382,5383,535,achievement_unlocked,2024-08-09,44,9,8,2024
5383,5384,27,level_completed,2024-07-08,41,8,7,2024
5384,5385,421,item_used,2024-04-02,10,2,4,2024
5385,5386,898,achievement_unlocked,2024-09-16,19,16,9,2024
5386,5387,429,item_used,2024-04-11,35,11,4,2024
5387,5388,876,item_used,2024-05-15,14,15,5,2024
5388,5389,774,achievement_unlocked,2024-06-27,36,27,6,2024
5389,5390,647,item_used,2024-01-11,17,11,1,2024
5390,5391,361,level_completed,2024-06-10,26,10,6,2024
5391,5392,865,achievement_unlocked,2024-05-31,22,31,5,2024
5392,5393,968,item_used,2024-06-28,2,28,6,2024
5393,5394,868,item_used,2024-09-27,22,27,9,2024
5394,5395,473,level_completed,2024-05-11,2,11,5,2024
5395,5396,950,item_used,2024-04-20,50,20,4,2024
5396,5397,297,level_completed,2024-06-28,12,28,6,2024
5397,5398,285,item_used,2024-03-03,10,3,3,2024
5398,5399,492,level_completed,2024-06-20,13,20,6,2024
5399,5400,944,item_used,2024-01-06,27,6,1,2024
5400,5401,803,achievement_unlocked,2024-03-15,49,15,3,2024
5401,5402,56,achievement_unlocked,2024-03-26,49,26,3,2024
5402,5403,523,achievement_unlocked,2024-09-17,24,17,9,2024
5403,5404,788,achievement_unlocked,2024-09-13,15,13,9,2024
5404,5405,126,level_completed,2024-08-12,42,12,8,2024
5405,5406,339,achievement_unlocked,2024-03-28,37,28,3,2024
5406,5407,387,achievement_unlocked,2024-04-14,50,14,4,2024
5407,5408,1,level_completed,2024-08-21,34,21,8,2024
5408,5409,129,item_used,2024-09-17,10,17,9,2024
5409,5410,506,level_completed,2024-03-21,33,21,3,2024
5410,5411,128,level_completed,2024-08-02,28,2,8,2024
5411,5412,142,level_completed,2024-02-02,9,2,2,2024
5412,5413,87,item_used,2024-05-20,47,20,5,2024
5413,5414,914,item_used,2024-06-29,22,29,6,2024
5414,5415,969,level_completed,2024-06-14,45,14,6,2024
5415,5416,550,level_completed,2024-03-09,9,9,3,2024
5416,5417,41,achievement_unlocked,2024-08-22,5,22,8,2024
5417,5418,642,achievement_unlocked,2024-06-02,50,2,6,2024
5418,5419,948,item_used,2024-04-20,17,20,4,2024
5419,5420,585,achievement_unlocked,2024-02-20,35,20,2,2024
5420,5421,320,level_completed,2024-01-01,27,1,1,2024
5421,5422,581,level_completed,2024-01-04,31,4,1,2024
5422,5423,903,achievement_unlocked,2024-03-12,28,12,3,2024
5423,5424,310,item_used,2024-08-08,19,8,8,2024
5424,5425,679,achievement_unlocked,2024-05-31,13,31,5,2024
5425,5426,688,level_completed,2024-07-21,18,21,7,2024
5426,5427,41,achievement_unlocked,2024-01-05,8,5,1,2024
5427,5428,51,achievement_unlocked,2024-05-01,22,1,5,2024
5428,5429,321,item_used,2024-04-11,18,11,4,2024
5429,5430,344,item_used,2024-05-16,40,16,5,2024
5430,5431,795,item_used,2024-05-30,16,30,5,2024
5431,5432,351,level_completed,2024-06-04,18,4,6,2024
5432,5433,792,item_used,2024-07-11,30,11,7,2024
5433,5434,455,level_completed,2024-04-01,14,1,4,2024
5434,5435,480,item_used,2024-08-22,13,22,8,2024
5435,5436,434,achievement_unlocked,2024-04-26,1,26,4,2024
5436,5437,638,level_completed,2024-08-09,43,9,8,2024
5437,5438,67,level_completed,2024-04-20,17,20,4,2024
5438,5439,951,level_completed,2024-01-26,44,26,1,2024
5439,5440,70,achievement_unlocked,2024-09-15,49,15,9,2024
5440,5441,650,achievement_unlocked,2024-03-12,36,12,3,2024
5441,5442,624,achievement_unlocked,2024-05-29,6,29,5,2024
5442,5443,845,level_completed,2024-08-29,49,29,8,2024
5443,5444,847,level_completed,2024-01-13,37,13,1,2024
5444,5445,76,item_used,2024-04-18,35,18,4,2024
5445,5446,462,achievement_unlocked,2024-02-15,9,15,2,2024
5446,5447,467,achievement_unlocked,2024-02-14,41,14,2,2024
5447,5448,532,level_completed,2024-08-13,7,13,8,2024
5448,5449,913,level_completed,2024-03-22,46,22,3,2024
5449,5450,105,achievement_unlocked,2024-06-14,21,14,6,2024
5450,5451,842,level_completed,2024-06-06,23,6,6,2024
5451,5452,205,level_completed,2024-02-13,50,13,2,2024
5452,5453,504,level_completed,2024-04-18,49,18,4,2024
5453,5454,906,item_used,2024-04-27,27,27,4,2024
5454,5455,572,item_used,2024-01-13,15,13,1,2024
5455,5456,145,item_used,2024-03-22,45,22,3,2024
5456,5457,458,level_completed,2024-01-11,38,11,1,2024
5457,5458,115,level_completed,2024-03-21,2,21,3,2024
5458,5459,144,achievement_unlocked,2024-09-08,46,8,9,2024
5459,5460,159,item_used,2024-05-26,30,26,5,2024
5460,5461,31,level_completed,2024-09-12,36,12,9,2024
5461,5462,827,achievement_unlocked,2024-02-07,16,7,2,2024
5462,5463,343,item_used,2024-06-28,36,28,6,2024
5463,5464,885,achievement_unlocked,2024-02-19,8,19,2,2024
5464,5465,466,achievement_unlocked,2024-01-31,15,31,1,2024
5465,5466,236,item_used,2024-06-20,10,20,6,2024
5466,5467,753,item_used,2024-07-07,26,7,7,2024
5467,5468,494,achievement_unlocked,2024-08-28,9,28,8,2024
5468,5469,581,level_completed,2024-05-22,16,22,5,2024
5469,5470,912,achievement_unlocked,2024-06-01,3,1,6,2024
5470,5471,832,item_used,2024-05-23,37,23,5,2024
5471,5472,936,achievement_unlocked,2024-08-07,26,7,8,2024
5472,5473,595,item_used,2024-05-19,44,19,5,2024
5473,5474,503,achievement_unlocked,2024-04-03,50,3,4,2024
5474,5475,251,achievement_unlocked,2024-04-21,36,21,4,2024
5475,5476,959,item_used,2024-01-26,8,26,1,2024
5476,5477,249,level_completed,2024-09-01,29,1,9,2024
5477,5478,736,achievement_unlocked,2024-03-09,49,9,3,2024
5478,5479,679,achievement_unlocked,2024-03-17,3,17,3,2024
5479,5480,905,item_used,2024-08-25,40,25,8,2024
5480,5481,424,achievement_unlocked,2024-09-03,7,3,9,2024
5481,5482,995,achievement_unlocked,2024-04-02,29,2,4,2024
5482,5483,337,item_used,2024-08-16,18,16,8,2024
5483,5484,439,level_completed,2024-06-10,17,10,6,2024
5484,5485,80,level_completed,2024-01-31,23,31,1,2024
5485,5486,598,achievement_unlocked,2024-05-04,13,4,5,2024
5486,5487,641,item_used,2024-06-10,30,10,6,2024
5487,5488,882,achievement_unlocked,2024-06-22,26,22,6,2024
5488,5489,905,level_completed,2024-07-26,20,26,7,2024
5489,5490,6,achievement_unlocked,2024-03-11,7,11,3,2024
5490,5491,734,item_used,2024-08-14,43,14,8,2024
5491,5492,590,item_used,2024-04-13,40,13,4,2024
5492,5493,904,item_used,2024-03-10,44,10,3,2024
5493,5494,606,level_completed,2024-06-17,43,17,6,2024
5494,5495,84,item_used,2024-04-24,11,24,4,2024
5495,5496,824,item_used,2024-05-20,27,20,5,2024
5496,5497,677,achievement_unlocked,2024-04-19,40,19,4,2024
5497,5498,114,achievement_unlocked,2024-05-11,20,11,5,2024
5498,5499,496,achievement_unlocked,2024-06-21,25,21,6,2024
5499,5500,5,achievement_unlocked,2024-01-04,23,4,1,2024
5500,5501,946,level_completed,2024-06-23,38,23,6,2024
5501,5502,39,item_used,2024-01-02,44,2,1,2024
5502,5503,160,item_used,2024-02-14,18,14,2,2024
5503,5504,875,level_completed,2024-05-21,43,21,5,2024
5504,5505,584,achievement_unlocked,2024-01-03,27,3,1,2024
5505,5506,443,item_used,2024-03-08,26,8,3,2024
5506,5507,446,achievement_unlocked,2024-05-10,35,10,5,2024
5507,5508,996,achievement_unlocked,2024-02-16,27,16,2,2024
5508,5509,924,item_used,2024-02-24,44,24,2,2024
5509,5510,52,achievement_unlocked,2024-04-11,8,11,4,2024
5510,5511,171,item_used,2024-03-05,11,5,3,2024
5511,5512,520,achievement_unlocked,2024-03-03,14,3,3,2024
5512,5513,165,item_used,2024-05-14,18,14,5,2024
5513,5514,329,achievement_unlocked,2024-06-05,22,5,6,2024
5514,5515,132,level_completed,2024-07-28,40,28,7,2024
5515,5516,34,item_used,2024-03-19,13,19,3,2024
5516,5517,832,level_completed,2024-02-04,15,4,2,2024
5517,5518,814,level_completed,2024-09-20,21,20,9,2024
5518,5519,609,level_completed,2024-02-28,38,28,2,2024
5519,5520,127,item_used,2024-01-06,34,6,1,2024
5520,5521,684,achievement_unlocked,2024-01-10,14,10,1,2024
5521,5522,562,level_completed,2024-08-12,18,12,8,2024
5522,5523,467,level_completed,2024-06-04,37,4,6,2024
5523,5524,676,item_used,2024-04-27,40,27,4,2024
5524,5525,215,achievement_unlocked,2024-07-03,32,3,7,2024
5525,5526,157,achievement_unlocked,2024-04-17,14,17,4,2024
5526,5527,119,level_completed,2024-02-08,24,8,2,2024
5527,5528,92,level_completed,2024-04-27,17,27,4,2024
5528,5529,562,level_completed,2024-05-26,35,26,5,2024
5529,5530,17,level_completed,2024-06-11,23,11,6,2024
5530,5531,718,item_used,2024-04-20,12,20,4,2024
5531,5532,54,level_completed,2024-07-19,20,19,7,2024
5532,5533,96,item_used,2024-07-12,39,12,7,2024
5533,5534,169,item_used,2024-07-21,36,21,7,2024
5534,5535,159,achievement_unlocked,2024-08-15,41,15,8,2024
5535,5536,406,achievement_unlocked,2024-08-12,7,12,8,2024
5536,5537,564,item_used,2024-09-14,25,14,9,2024
5537,5538,366,level_completed,2024-08-27,44,27,8,2024
5538,5539,811,achievement_unlocked,2024-02-23,8,23,2,2024
5539,5540,121,item_used,2024-07-11,1,11,7,2024
5540,5541,13,achievement_unlocked,2024-06-03,15,3,6,2024
5541,5542,182,item_used,2024-06-22,7,22,6,2024
5542,5543,170,level_completed,2024-09-25,14,25,9,2024
5543,5544,768,item_used,2024-08-31,49,31,8,2024
5544,5545,420,item_used,2024-05-16,7,16,5,2024
5545,5546,812,achievement_unlocked,2024-03-08,28,8,3,2024
5546,5547,635,achievement_unlocked,2024-03-25,32,25,3,2024
5547,5548,710,level_completed,2024-07-14,10,14,7,2024
5548,5549,527,achievement_unlocked,2024-02-06,27,6,2,2024
5549,5550,168,level_completed,2024-05-21,1,21,5,2024
5550,5551,558,level_completed,2024-09-02,34,2,9,2024
5551,5552,405,level_completed,2024-06-13,9,13,6,2024
5552,5553,37,achievement_unlocked,2024-09-11,29,11,9,2024
5553,5554,21,level_completed,2024-03-24,21,24,3,2024
5554,5555,376,level_completed,2024-01-27,32,27,1,2024
5555,5556,158,item_used,2024-08-25,4,25,8,2024
5556,5557,836,achievement_unlocked,2024-08-30,12,30,8,2024
5557,5558,185,achievement_unlocked,2024-03-28,32,28,3,2024
5558,5559,466,achievement_unlocked,2024-06-17,35,17,6,2024
5559,5560,377,level_completed,2024-03-19,6,19,3,2024
5560,5561,255,achievement_unlocked,2024-06-18,16,18,6,2024
5561,5562,552,achievement_unlocked,2024-01-27,35,27,1,2024
5562,5563,783,achievement_unlocked,2024-01-28,45,28,1,2024
5563,5564,181,item_used,2024-03-23,2,23,3,2024
5564,5565,121,item_used,2024-01-09,37,9,1,2024
5565,5566,408,item_used,2024-08-14,50,14,8,2024
5566,5567,834,achievement_unlocked,2024-08-24,44,24,8,2024
5567,5568,16,item_used,2024-01-03,40,3,1,2024
5568,5569,635,level_completed,2024-01-06,39,6,1,2024
5569,5570,668,level_completed,2024-03-31,3,31,3,2024
5570,5571,966,item_used,2024-08-02,26,2,8,2024
5571,5572,379,item_used,2024-03-27,49,27,3,2024
5572,5573,484,level_completed,2024-04-17,4,17,4,2024
5573,5574,908,item_used,2024-03-13,32,13,3,2024
5574,5575,637,item_used,2024-01-23,14,23,1,2024
5575,5576,99,item_used,2024-07-20,40,20,7,2024
5576,5577,823,item_used,2024-07-31,14,31,7,2024
5577,5578,179,achievement_unlocked,2024-02-21,15,21,2,2024
5578,5579,292,achievement_unlocked,2024-01-06,49,6,1,2024
5579,5580,726,level_completed,2024-01-14,50,14,1,2024
5580,5581,466,achievement_unlocked,2024-05-30,37,30,5,2024
5581,5582,882,achievement_unlocked,2024-03-22,39,22,3,2024
5582,5583,382,level_completed,2024-04-09,47,9,4,2024
5583,5584,643,achievement_unlocked,2024-05-31,4,31,5,2024
5584,5585,575,item_used,2024-04-11,11,11,4,2024
5585,5586,85,achievement_unlocked,2024-01-11,8,11,1,2024
5586,5587,292,achievement_unlocked,2024-05-09,48,9,5,2024
5587,5588,908,level_completed,2024-05-03,20,3,5,2024
5588,5589,117,achievement_unlocked,2024-08-23,12,23,8,2024
5589,5590,432,level_completed,2024-03-14,28,14,3,2024
5590,5591,790,level_completed,2024-05-26,12,26,5,2024
5591,5592,95,achievement_unlocked,2024-01-13,24,13,1,2024
5592,5593,901,achievement_unlocked,2024-01-30,35,30,1,2024
5593,5594,75,level_completed,2024-01-26,10,26,1,2024
5594,5595,101,item_used,2024-03-29,41,29,3,2024
5595,5596,912,item_used,2024-05-16,6,16,5,2024
5596,5597,511,item_used,2024-04-29,6,29,4,2024
5597,5598,47,achievement_unlocked,2024-09-07,11,7,9,2024
5598,5599,700,item_used,2024-07-08,24,8,7,2024
5599,5600,373,item_used,2024-05-13,20,13,5,2024
5600,5601,359,achievement_unlocked,2024-01-12,37,12,1,2024
5601,5602,896,level_completed,2024-02-25,14,25,2,2024
5602,5603,654,level_completed,2024-08-20,44,20,8,2024
5603,5604,377,achievement_unlocked,2024-09-08,27,8,9,2024
5604,5605,663,level_completed,2024-05-01,5,1,5,2024
5605,5606,536,level_completed,2024-01-22,5,22,1,2024
5606,5607,413,level_completed,2024-09-12,50,12,9,2024
5607,5608,487,achievement_unlocked,2024-09-09,30,9,9,2024
5608,5609,48,item_used,2024-07-03,12,3,7,2024
5609,5610,148,level_completed,2024-04-05,14,5,4,2024
5610,5611,9,achievement_unlocked,2024-03-26,9,26,3,2024
5611,5612,436,achievement_unlocked,2024-01-05,34,5,1,2024
5612,5613,410,achievement_unlocked,2024-01-24,24,24,1,2024
5613,5614,118,achievement_unlocked,2024-06-10,28,10,6,2024
5614,5615,159,item_used,2024-03-10,23,10,3,2024
5615,5616,137,item_used,2024-03-12,45,12,3,2024
5616,5617,745,item_used,2024-03-30,46,30,3,2024
5617,5618,398,level_completed,2024-04-06,44,6,4,2024
5618,5619,622,achievement_unlocked,2024-02-14,27,14,2,2024
5619,5620,208,achievement_unlocked,2024-03-23,10,23,3,2024
5620,5621,293,level_completed,2024-09-05,35,5,9,2024
5621,5622,52,item_used,2024-06-18,6,18,6,2024
5622,5623,28,item_used,2024-07-19,33,19,7,2024
5623,5624,424,achievement_unlocked,2024-09-26,22,26,9,2024
5624,5625,987,level_completed,2024-07-14,6,14,7,2024
5625,5626,849,level_completed,2024-04-02,25,2,4,2024
5626,5627,992,item_used,2024-01-02,22,2,1,2024
5627,5628,602,item_used,2024-06-20,30,20,6,2024
5628,5629,634,achievement_unlocked,2024-01-05,24,5,1,2024
5629,5630,679,item_used,2024-02-14,4,14,2,2024
5630,5631,900,achievement_unlocked,2024-04-16,9,16,4,2024
5631,5632,67,item_used,2024-09-07,14,7,9,2024
5632,5633,589,achievement_unlocked,2024-08-23,38,23,8,2024
5633,5634,369,level_completed,2024-03-30,15,30,3,2024
5634,5635,631,achievement_unlocked,2024-07-13,31,13,7,2024
5635,5636,225,achievement_unlocked,2024-04-25,37,25,4,2024
5636,5637,911,achievement_unlocked,2024-09-13,25,13,9,2024
5637,5638,425,item_used,2024-03-09,33,9,3,2024
5638,5639,903,level_completed,2024-01-15,25,15,1,2024
5639,5640,876,achievement_unlocked,2024-05-12,40,12,5,2024
5640,5641,923,item_used,2024-01-30,38,30,1,2024
5641,5642,418,level_completed,2024-01-24,47,24,1,2024
5642,5643,167,achievement_unlocked,2024-03-16,26,16,3,2024
5643,5644,266,item_used,2024-01-01,29,1,1,2024
5644,5645,302,achievement_unlocked,2024-02-05,7,5,2,2024
5645,5646,111,achievement_unlocked,2024-08-09,34,9,8,2024
5646,5647,750,item_used,2024-08-18,49,18,8,2024
5647,5648,665,level_completed,2024-03-17,45,17,3,2024
5648,5649,708,item_used,2024-04-26,32,26,4,2024
5649,5650,762,level_completed,2024-03-22,4,22,3,2024
5650,5651,336,achievement_unlocked,2024-01-14,19,14,1,2024
5651,5652,802,achievement_unlocked,2024-01-18,3,18,1,2024
5652,5653,75,achievement_unlocked,2024-06-13,25,13,6,2024
5653,5654,142,item_used,2024-06-22,48,22,6,2024
5654,5655,359,item_used,2024-03-20,28,20,3,2024
5655,5656,946,achievement_unlocked,2024-07-13,38,13,7,2024
5656,5657,961,item_used,2024-03-17,34,17,3,2024
5657,5658,305,level_completed,2024-01-14,42,14,1,2024
